DRG 	FINAL_RULE_POST_ACUTE	FINAL_RULE_SPECIAL_PAY	MDC	TYPE	DRG_DESC	RW	GMLOS	AMLOS	Year
290	Yes	No	05	MED	ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC	1.2092	4.0701	5.0217	2013
291	Yes	No	05	MED	HEART FAILURE & SHOCK W MCC	1.5174	4.7198	6.0485	2013
292	Yes	No	05	MED	HEART FAILURE & SHOCK W CC	1.0034	3.8036	4.6094	2013
293	Yes	No	05	MED	HEART FAILURE & SHOCK W/O CC/MCC	0.6751	2.6792	3.1612	2013
294	No	No	05	MED	DEEP VEIN THROMBOPHLEBITIS W CC/MCC	1.0229	4.1756	5.0527	2013
295	No	No	05	MED	DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC	0.6476	3.4566	4.0177	2013
296	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W MCC	1.2878	1.8731	2.7963	2013
297	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W CC	0.6455	1.2793	1.5395	2013
298	No	No	05	MED	CARDIAC ARREST, UNEXPLAINED W/O CC/MCC	0.4571	1.09	1.1955	2013
299	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W MCC	1.4186	4.5385	5.8334	2013
300	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W CC	0.9679	3.7063	4.6077	2013
301	Yes	No	05	MED	PERIPHERAL VASCULAR DISORDERS W/O CC/MCC	0.6679	2.7252	3.3567	2013
302	No	No	05	MED	ATHEROSCLEROSIS W MCC	1.0142	2.9175	3.9403	2013
303	No	No	05	MED	ATHEROSCLEROSIS W/O MCC	0.5773	1.8989	2.3401	2013
304	No	No	05	MED	HYPERTENSION W MCC	1.0503	3.384	4.4111	2013
305	No	No	05	MED	HYPERTENSION W/O MCC	0.6187	2.1251	2.633	2013
306	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC	1.3122	3.9741	5.2344	2013
307	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC	0.784	2.5665	3.2541	2013
308	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC	1.2285	3.9459	5.04	2013
309	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC	0.8098	2.7966	3.4774	2013
310	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC	0.5541	1.9548	2.3402	2013
311	No	No	05	MED	ANGINA PECTORIS	0.5207	1.7749	2.1773	2013
312	No	No	05	MED	SYNCOPE & COLLAPSE	0.7339	2.3736	2.9376	2013
313	No	No	05	MED	CHEST PAIN	0.5617	1.6987	2.0686	2013
314	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC	1.8508	4.9265	6.7127	2013
315	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W CC	0.9527	3.0917	3.9666	2013
316	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC	0.6224	2.0459	2.5153	2013
326	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC	5.6118	12.016	15.3734	2013
327	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W CC	2.6811	6.3095	8.212	2013
328	Yes	No	06	SURG	STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC	1.4413	2.52	3.3369	2013
329	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC	5.2599	12.0697	14.868	2013
330	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W CC	2.5731	7.4089	8.6365	2013
331	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.6361	4.4919	5.0257	2013
332	Yes	No	06	SURG	RECTAL RESECTION W MCC	4.6143	11.1702	13.3637	2013
333	Yes	No	06	SURG	RECTAL RESECTION W CC	2.4814	6.7216	7.8234	2013
334	Yes	No	06	SURG	RECTAL RESECTION W/O CC/MCC	1.6181	3.9526	4.5677	2013
335	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W MCC	4.3146	11.153	13.3877	2013
336	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W CC	2.3529	7.0367	8.4326	2013
337	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W/O CC/MCC	1.5538	3.9684	4.988	2013
338	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC	3.2008	8.2739	10.0335	2013
339	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC	1.8675	5.4125	6.36	2013
340	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC	1.2024	3.0468	3.607	2013
341	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC	2.3116	4.8389	6.6251	2013
342	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC	1.3516	2.8514	3.6934	2013
343	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC	0.9547	1.6223	1.9028	2013
344	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W MCC	3.4094	9.0322	11.5076	2013
345	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W CC	1.7123	5.6047	6.594	2013
346	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.1608	3.9007	4.357	2013
347	No	No	06	SURG	ANAL & STOMAL PROCEDURES W MCC	2.5169	6.4214	8.6429	2013
348	No	No	06	SURG	ANAL & STOMAL PROCEDURES W CC	1.39	4.1745	5.3782	2013
349	No	No	06	SURG	ANAL & STOMAL PROCEDURES W/O CC/MCC	0.8343	2.3013	2.8339	2013
350	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W MCC	2.5082	5.8579	7.789	2013
351	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W CC	1.3755	3.4214	4.3686	2013
352	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC	0.9043	1.9502	2.4	2013
353	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC	2.8192	6.342	8.2373	2013
354	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC	1.5976	4.0131	4.9505	2013
355	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC	1.1172	2.3729	2.8915	2013
356	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC	3.9463	8.8841	11.9896	2013
357	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC	2.1747	5.4978	7.0918	2013
358	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.3629	3.1499	4.0119	2013
368	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W MCC	1.8327	5.0733	6.5713	2013
369	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W CC	1.0664	3.5089	4.2346	2013
370	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC	0.7593	2.4719	2.9877	2013
371	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC	2.02	6.5011	8.3893	2013
372	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC	1.2275	4.9267	5.9442	2013
373	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC	0.8401	3.6403	4.2648	2013
374	Yes	No	06	MED	DIGESTIVE MALIGNANCY W MCC	2.1284	6.2661	8.4981	2013
375	Yes	No	06	MED	DIGESTIVE MALIGNANCY W CC	1.2738	4.2627	5.5354	2013
376	Yes	No	06	MED	DIGESTIVE MALIGNANCY W/O CC/MCC	0.8809	2.7976	3.5197	2013
377	Yes	No	06	MED	G.I. HEMORRHAGE W MCC	1.7817	4.8983	6.2689	2013
378	Yes	No	06	MED	G.I. HEMORRHAGE W CC	1.0168	3.3611	3.9935	2013
379	Yes	No	06	MED	G.I. HEMORRHAGE W/O CC/MCC	0.7015	2.434	2.8649	2013
380	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W MCC	1.9311	5.5561	7.1819	2013
381	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W CC	1.113	3.7201	4.5551	2013
382	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W/O CC/MCC	0.7917	2.8133	3.3942	2013
383	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W MCC	1.3384	4.4113	5.5828	2013
384	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W/O MCC	0.8365	2.9131	3.4801	2013
385	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W MCC	1.9078	6.2635	8.2962	2013
386	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W CC	1.0505	4.1035	5.0711	2013
387	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W/O CC/MCC	0.7878	3.1455	3.8228	2013
388	Yes	No	06	MED	G.I. OBSTRUCTION W MCC	1.6564	5.4215	7.1388	2013
389	Yes	No	06	MED	G.I. OBSTRUCTION W CC	0.9217	3.707	4.5739	2013
390	Yes	No	06	MED	G.I. OBSTRUCTION W/O CC/MCC	0.6372	2.7349	3.249	2013
391	No	No	06	MED	ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC	1.1897	3.8807	5.133	2013
392	No	No	06	MED	ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC	0.7375	2.779	3.4337	2013
393	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC	1.6666	4.7965	6.6467	2013
394	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W CC	0.9837	3.5065	4.4294	2013
395	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6791	2.4349	2.9829	2013
405	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W MCC	5.5575	11.3327	15.1509	2013
406	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W CC	2.7303	6.1602	7.8519	2013
407	Yes	No	07	SURG	PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC	1.828	4.1197	5.0466	2013
408	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC	3.8375	10.2514	12.7546	2013
409	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC	2.268	6.8855	8.2776	2013
410	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC	1.6875	4.8038	5.7099	2013
411	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W MCC	3.804	9.7331	11.675	2013
412	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W CC	2.5989	7.0347	8.2367	2013
413	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W/O CC/MCC	1.8582	4.557	5.3016	2013
414	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC	3.5643	9.0407	10.873	2013
415	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC	2.0728	5.9604	6.9268	2013
416	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC	1.3354	3.7361	4.3722	2013
417	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC	2.5189	6.1362	7.7119	2013
418	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC	1.7007	4.2144	5.1036	2013
419	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC	1.205	2.5189	3.0444	2013
420	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC	3.8509	8.6916	12.2587	2013
421	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC	1.7381	4.5849	6.2153	2013
422	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC	1.3006	3.1925	4.016	2013
423	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC	4.3308	10.1927	13.591	2013
424	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC	2.4081	6.3447	8.2861	2013
425	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC	1.5756	3.7627	4.8646	2013
432	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC	1.6792	4.7885	6.2968	2013
433	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W CC	0.9316	3.3703	4.2302	2013
434	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC	0.6343	2.6241	3.2086	2013
435	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC	1.7816	5.4211	7.068	2013
436	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC	1.1934	4.0413	5.2083	2013
437	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC	0.9537	2.7911	3.6078	2013
438	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC	1.7844	5.3166	7.216	2013
439	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC	0.9603	3.7446	4.6237	2013
440	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC	0.679	2.7918	3.3248	2013
441	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC	1.8767	5.0549	6.9632	2013
442	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC	0.9545	3.488	4.4099	2013
443	Yes	No	07	MED	DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC	0.6473	2.5804	3.1629	2013
444	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W MCC	1.6039	4.7327	6.2052	2013
445	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W CC	1.072	3.493	4.3117	2013
446	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W/O CC/MCC	0.7583	2.4375	2.9816	2013
453	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC	10.5952	10.1392	12.6207	2013
454	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC	7.7979	5.2917	6.3024	2013
455	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC	5.8705	3.071	3.5959	2013
456	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC	9.5204	10.6072	13.0629	2013
457	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC	6.4171	5.5592	6.4563	2013
458	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC	4.9491	3.2626	3.7117	2013
459	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W MCC	6.539	7.2817	9.0922	2013
460	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W/O MCC	3.8783	3.1185	3.6483	2013
461	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC	4.9062	6.3746	7.6882	2013
462	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC	3.3745	3.5421	3.8132	2013
463	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC	5.4443	10.9297	15.0576	2013
464	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC	2.9406	6.4793	8.1572	2013
465	Yes	No	08	SURG	WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC	1.8802	3.9332	4.9525	2013
466	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W MCC	5.0078	7.039	8.6607	2013
467	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W CC	3.2516	4.0568	4.5783	2013
468	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC	2.607	3.0663	3.3111	2013
469	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC	3.4196	6.413	7.5966	2013
470	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC	2.0953	3.2261	3.467	2013
471	No	No	08	SURG	CERVICAL SPINAL FUSION W MCC	4.7075	6.4715	9.0238	2013
472	No	No	08	SURG	CERVICAL SPINAL FUSION W CC	2.8041	2.5457	3.6301	2013
473	No	No	08	SURG	CERVICAL SPINAL FUSION W/O CC/MCC	2.1254	1.4658	1.7814	2013
474	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC	3.5676	8.9469	11.5935	2013
475	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC	2.0071	5.8696	7.4237	2013
476	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC	1.0171	3.0419	3.936	2013
477	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC	3.2681	8.892	11.0204	2013
478	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC	2.2663	5.5015	6.8043	2013
479	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC	1.6922	3.174	4.1264	2013
480	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC	3.0367	7.2097	8.4552	2013
481	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC	1.9345	4.882	5.3178	2013
482	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC	1.566	3.9648	4.2827	2013
483	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC	2.5314	2.8554	3.4773	2013
484	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC	2.095	1.8565	2.0832	2013
485	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W MCC	3.0583	8.6452	10.276	2013
486	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W CC	2.0808	5.825	6.7713	2013
487	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC	1.4863	4.2369	4.8813	2013
488	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC	1.6865	3.5474	4.3285	2013
489	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC	1.2486	2.4417	2.7629	2013
490	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM	1.8154	3.1845	4.4585	2013
491	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC	1.0354	1.7216	2.0928	2013
492	Yes	Yes	08	SURG	LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC	3.1039	6.6589	8.2554	2013
493	Yes	Yes	08	SURG	LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC	1.931	4.0326	4.8007	2013
494	Yes	Yes	08	SURG	LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC	1.3938	2.5925	3.051	2013
495	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC	2.9977	7.4634	9.7944	2013
496	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC	1.6306	3.9576	5.1912	2013
497	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC	1.1202	1.9993	2.5277	2013
498	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC	2.1304	5.3172	7.2272	2013
499	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC	1.0106	2.0536	2.6445	2013
500	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W MCC	3.1368	7.7626	10.2327	2013
501	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W CC	1.594	4.4985	5.682	2013
502	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W/O CC/MCC	1.067	2.3641	2.9076	2013
503	No	No	08	SURG	FOOT PROCEDURES W MCC	2.3006	6.8195	8.7188	2013
504	No	No	08	SURG	FOOT PROCEDURES W CC	1.5641	4.7944	5.8781	2013
505	No	No	08	SURG	FOOT PROCEDURES W/O CC/MCC	1.1478	2.5592	3.1747	2013
506	No	No	08	SURG	MAJOR THUMB OR JOINT PROCEDURES	1.3003	2.956	4.0283	2013
507	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC	1.8689	4.0146	5.5728	2013
508	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC	1.2071	1.77	2.182	2013
509	No	No	08	SURG	ARTHROSCOPY	1.3494	2.5621	3.7341	2013
510	Yes	No	08	SURG	SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC	2.2963	4.9825	6.2815	2013
511	Yes	No	08	SURG	SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC	1.5222	3.171	3.7878	2013
512	Yes	No	08	SURG	SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC	1.1201	1.8785	2.2348	2013
513	No	No	08	SURG	HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC	1.3409	3.595	4.753	2013
514	No	No	08	SURG	HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC	0.8655	2.0671	2.6098	2013
515	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC	3.2831	7.664	9.7307	2013
516	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC	1.9744	4.6317	5.6497	2013
517	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC	1.5767	2.7804	3.4649	2013
533	Yes	No	08	MED	FRACTURES OF FEMUR W MCC	1.4725	4.5079	6.0788	2013
534	Yes	No	08	MED	FRACTURES OF FEMUR W/O MCC	0.7366	3.006	3.6644	2013
535	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W MCC	1.279	4.1966	5.3694	2013
536	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W/O MCC	0.7146	3.0667	3.5456	2013
537	No	No	08	MED	SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC	0.8638	3.3615	3.9896	2013
538	No	No	08	MED	SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC	0.6405	2.4102	2.8373	2013
539	Yes	No	08	MED	OSTEOMYELITIS W MCC	1.9982	6.6372	8.6635	2013
540	Yes	No	08	MED	OSTEOMYELITIS W CC	1.2692	4.9561	6.1057	2013
541	Yes	No	08	MED	OSTEOMYELITIS W/O CC/MCC	0.977	3.7941	4.7928	2013
542	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC	2.0293	6.2702	8.2295	2013
543	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC	1.1749	4.2913	5.3738	2013
544	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC	0.8012	3.3014	3.8672	2013
545	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W MCC	2.4785	6.089	8.6505	2013
546	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W CC	1.1767	4.0986	5.1966	2013
547	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W/O CC/MCC	0.7581	2.8683	3.5162	2013
548	No	No	08	MED	SEPTIC ARTHRITIS W MCC	1.7465	5.8097	7.5613	2013
549	No	No	08	MED	SEPTIC ARTHRITIS W CC	1.1683	4.563	5.5672	2013
550	No	No	08	MED	SEPTIC ARTHRITIS W/O CC/MCC	0.7723	3.1288	3.8438	2013
551	Yes	No	08	MED	MEDICAL BACK PROBLEMS W MCC	1.6345	4.9721	6.4318	2013
552	Yes	No	08	MED	MEDICAL BACK PROBLEMS W/O MCC	0.8533	3.21	3.8791	2013
553	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W MCC	1.2087	4.2998	5.5695	2013
554	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W/O MCC	0.6916	2.9321	3.5621	2013
555	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC	1.2348	3.7504	5.0998	2013
556	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC	0.7039	2.5728	3.2081	2013
557	Yes	No	08	MED	TENDONITIS, MYOSITIS & BURSITIS W MCC	1.5613	5.2388	6.5373	2013
558	Yes	No	08	MED	TENDONITIS, MYOSITIS & BURSITIS W/O MCC	0.8594	3.4553	4.1003	2013
559	Yes	No	08	MED	AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC	1.8741	5.1619	6.9981	2013
560	Yes	No	08	MED	AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC	1.03	3.5162	4.434	2013
561	Yes	No	08	MED	AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC	0.6115	1.9734	2.4669	2013
562	Yes	No	08	MED	FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC	1.3989	4.4206	5.6466	2013
563	Yes	No	08	MED	FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC	0.7463	2.9709	3.5033	2013
