HRR Code	HRR Name	Medicare Beneficiaries Enrolled in FFS Part A	Year
339	OK - Oklahoma City	265547	2013
340	OK - Tulsa	191422	2013
341	OR - Bend	35269	2013
342	OR - Eugene	94022	2013
343	OR - Medford	77523	2013
344	OR - Portland	228936	2013
345	OR - Salem	24248	2013
346	PA - Allentown	175203	2013
347	PA - Altoona	35972	2013
350	PA - Danville	68783	2013
351	PA - Erie	97780	2013
352	PA - Harrisburg	125782	2013
354	PA - Johnstown	21243	2013
355	PA - Lancaster	82503	2013
356	PA - Philadelphia	480616	2013
357	PA - Pittsburgh	263415	2013
358	PA - Reading	75818	2013
359	PA - Sayre	31477	2013
360	PA - Scranton	56420	2013
362	PA - Wilkes-Barre	42310	2013
363	PA - York	55404	2013
364	RI - Providence	149388	2013
365	SC - Charleston	170208	2013
366	SC - Columbia	171233	2013
367	SC - Florence	62560	2013
368	SC - Greenville	126693	2013
369	SC - Spartanburg	53703	2013
370	SD - Rapid City	34696	2013
371	SD - Sioux Falls	119396	2013
373	TN - Chattanooga	97542	2013
374	TN - Jackson	60650	2013
375	TN - Johnson City	37589	2013
376	TN - Kingsport	75243	2013
377	TN - Knoxville	185363	2013
379	TN - Memphis	241270	2013
380	TN - Nashville	334774	2013
382	TX - Abilene	46405	2013
383	TX - Amarillo	57009	2013
385	TX - Austin	158281	2013
386	TX - Beaumont	57430	2013
388	TX - Bryan	27529	2013
390	TX - Corpus Christi	53343	2013
391	TX - Dallas	462078	2013
393	TX - El Paso	101548	2013
394	TX - Fort Worth	191249	2013
396	TX - Harlingen	52610	2013
397	TX - Houston	537125	2013
399	TX - Longview	29235	2013
400	TX - Lubbock	83685	2013
402	TX - McAllen	56278	2013
406	TX - Odessa	39847	2013
411	TX - San Angelo	24442	2013
412	TX - San Antonio	278795	2013
413	TX - Temple	47473	2013
416	TX - Tyler	87876	2013
417	TX - Victoria	23365	2013
418	TX - Waco	45217	2013
420	TX - Wichita Falls	32212	2013
421	UT - Ogden	38497	2013
422	UT - Provo	36202	2013
423	UT - Salt Lake City	179345	2013
424	VT - Burlington	105848	2013
426	VA - Arlington	214127	2013
427	VA - Charlottesville	93204	2013
428	VA - Lynchburg	46645	2013
429	VA - Newport News	81632	2013
430	VA - Norfolk	164317	2013
431	VA - Richmond	235704	2013
432	VA - Roanoke	125963	2013
435	VA - Winchester	69209	2013
437	WA - Everett	68508	2013
438	WA - Olympia	54163	2013
439	WA - Seattle	311371	2013
440	WA - Spokane	219774	2013
441	WA - Tacoma	89460	2013
442	WA - Yakima	37896	2013
443	WV - Charleston	143436	2013
444	WV - Huntington	60552	2013
445	WV - Morgantown	60345	2013
446	WI - Appleton	27856	2013
447	WI - Green Bay	60404	2013
448	WI - La Crosse	41890	2013
449	WI - Madison	139269	2013
450	WI - Marshfield	47948	2013
451	WI - Milwaukee	301889	2013
452	WI - Neenah	22358	2013
456	WI - Wausau	26607	2013
457	WY - Casper	32638	2013
1	AL - Birmingham	332912	2014
2	AL - Dothan	68120	2014
5	AL - Huntsville	100313	2014
6	AL - Mobile	108930	2014
7	AL - Montgomery	63018	2014
9	AL - Tuscaloosa	44388	2014
10	AK - Anchorage	78940	2014
11	AZ - Mesa	111707	2014
12	AZ - Phoenix	352817	2014
14	AZ - Sun City	51670	2014
15	AZ - Tucson	135436	2014
16	AR - Fort Smith	59817	2014
18	AR - Jonesboro	41283	2014
19	AR - Little Rock	266887	2014
21	AR - Springdale	67958	2014
22	AR - Texarkana	43994	2014
23	CA - Orange County	244228	2014
25	CA - Bakersfield	99713	2014
31	CA - Chico	61767	2014
33	CA - Contra Costa County	90993	2014
43	CA - Fresno	112595	2014
56	CA - Los Angeles	682316	2014
58	CA - Modesto	96985	2014
62	CA - Napa	49503	2014
65	CA - Alameda County	118955	2014
69	CA - Palm Springs/Rancho Mirage	48140	2014
73	CA - Redding	72571	2014
77	CA - Sacramento	266669	2014
78	CA - Salinas	53438	2014
79	CA - San Bernardino	166141	2014
80	CA - San Diego	290048	2014
81	CA - San Francisco	142874	2014
82	CA - San Jose	144096	2014
83	CA - San Luis Obispo	43191	2014
85	CA - San Mateo County	73567	2014
86	CA - Santa Barbara	61820	2014
87	CA - Santa Cruz	38820	2014
89	CA - Santa Rosa	56500	2014
91	CA - Stockton	54278	2014
96	CA - Ventura	92729	2014
101	CO - Boulder	27347	2014
102	CO - Colorado Springs	96055	2014
103	CO - Denver	222974	2014
104	CO - Fort Collins	42920	2014
105	CO - Grand Junction	43369	2014
106	CO - Greeley	44248	2014
107	CO - Pueblo	25109	2014
109	CT - Bridgeport	82011	2014
110	CT - Hartford	201610	2014
111	CT - New Haven	197733	2014
112	DE - Wilmington	122623	2014
113	DC - Washington	356849	2014
115	FL - Bradenton	53841	2014
116	FL - Clearwater	68258	2014
118	FL - Fort Lauderdale	338675	2014
119	FL - Fort Myers	224317	2014
120	FL - Gainesville	86518	2014
122	FL - Hudson	60379	2014
123	FL - Jacksonville	212165	2014
124	FL - Lakeland	41098	2014
127	FL - Miami	221964	2014
129	FL - Ocala	126025	2014
130	FL - Orlando	464600	2014
131	FL - Ormond Beach	65700	2014
133	FL - Panama City	36705	2014
134	FL - Pensacola	123096	2014
137	FL - Sarasota	97356	2014
139	FL - St. Petersburg	53801	2014
140	FL - Tallahassee	91019	2014
141	FL - Tampa	127704	2014
142	GA - Albany	26428	2014
144	GA - Atlanta	605010	2014
145	GA - Augusta	86460	2014
146	GA - Columbus	41353	2014
147	GA - Macon	92652	2014
148	GA - Rome	42637	2014
149	GA - Savannah	111253	2014
150	HI - Honolulu	126617	2014
151	ID - Boise	92028	2014
152	ID - Idaho Falls	25343	2014
154	IL - Aurora	29705	2014
155	IL - Blue Island	120367	2014
156	IL - Chicago	252040	2014
158	IL - Elgin	93934	2014
161	IL - Evanston	144825	2014
163	IL - Hinsdale	58926	2014
164	IL - Joliet	88356	2014
166	IL - Melrose Park	162309	2014
170	IL - Peoria	92698	2014
171	IL - Rockford	103855	2014
172	IL - Springfield	137101	2014
173	IL - Urbana	53536	2014
175	IL - Bloomington	21832	2014
179	IN - Evansville	110617	2014
180	IN - Fort Wayne	94287	2014
181	IN - Gary	77621	2014
183	IN - Indianapolis	374550	2014
184	IN - Lafayette	29434	2014
185	IN - Muncie	27787	2014
186	IN - Munster	45460	2014
187	IN - South Bend	88563	2014
188	IN - Terre Haute	30152	2014
190	IA - Cedar Rapids	40134	2014
191	IA - Davenport	79204	2014
192	IA - Des Moines	164160	2014
193	IA - Dubuque	18959	2014
194	IA - Iowa City	50680	2014
195	IA - Mason City	28911	2014
196	IA - Sioux City	38860	2014
197	IA - Waterloo	35833	2014
200	KS - Topeka	72071	2014
201	KS - Wichita	200523	2014
203	KY - Covington	43666	2014
204	KY - Lexington	225819	2014
205	KY - Louisville	250083	2014
207	KY - Owensboro	24530	2014
208	KY - Paducah	67420	2014
209	LA - Alexandria	48618	2014
210	LA - Baton Rouge	85854	2014
212	LA - Houma	37360	2014
213	LA - Lafayette	94379	2014
214	LA - Lake Charles	39400	2014
216	LA - Metairie	44190	2014
217	LA - Monroe	41290	2014
218	LA - New Orleans	55119	2014
219	LA - Shreveport	104321	2014
220	LA - Slidell	23180	2014
221	ME - Bangor	80111	2014
222	ME - Portland	182136	2014
223	MD - Baltimore	380776	2014
225	MD - Salisbury	100980	2014
226	MD - Takoma Park	107364	2014
227	MA - Boston	714325	2014
230	MA - Springfield	112504	2014
231	MA - Worcester	90267	2014
232	MI - Ann Arbor	168616	2014
233	MI - Dearborn	63273	2014
234	MI - Detroit	215255	2014
235	MI - Flint	73241	2014
236	MI - Grand Rapids	110190	2014
238	MI - Kalamazoo	92918	2014
239	MI - Lansing	89086	2014
240	MI - Marquette	35100	2014
242	MI - Muskegon	35080	2014
243	MI - Petoskey	32844	2014
244	MI - Pontiac	55533	2014
245	MI - Royal Oak	90545	2014
246	MI - Saginaw	111700	2014
248	MI - St. Joseph	22239	2014
249	MI - Traverse City	42562	2014
250	MN - Duluth	42898	2014
251	MN - Minneapolis	255950	2014
253	MN - Rochester	47072	2014
254	MN - St. Cloud	20227	2014
256	MN - St. Paul	79252	2014
257	MS - Gulfport	29183	2014
258	MS - Hattiesburg	48203	2014
259	MS - Jackson	161292	2014
260	MS - Meridian	35776	2014
261	MS - Oxford	26375	2014
262	MS - Tupelo	72678	2014
263	MO - Cape Girardeau	49868	2014
264	MO - Columbia	117404	2014
267	MO - Joplin	62779	2014
268	MO - Kansas City	306685	2014
270	MO - Springfield	126784	2014
273	MO - St. Louis	438874	2014
274	MT - Billings	91058	2014
275	MT - Great Falls	23318	2014
276	MT - Missoula	68537	2014
277	NE - Lincoln	95853	2014
278	NE - Omaha	183256	2014
279	NV - Las Vegas	202585	2014
280	NV - Reno	111407	2014
281	NH - Lebanon	85890	2014
282	NH - Manchester	153480	2014
283	NJ - Camden	459722	2014
284	NJ - Hackensack	168873	2014
285	NJ - Morristown	147577	2014
288	NJ - New Brunswick	134490	2014
289	NJ - Newark	163700	2014
291	NJ - Paterson	51933	2014
292	NJ - Ridgewood	58949	2014
293	NM - Albuquerque	203121	2014
295	NY - Albany	253086	2014
296	NY - Binghamton	53087	2014
297	NY - Bronx	87794	2014
299	NY - Buffalo	129064	2014
300	NY - Elmira	45945	2014
301	NY - East Long Island	546596	2014
303	NY - Manhattan	460843	2014
304	NY - Rochester	109405	2014
307	NY - Syracuse	139246	2014
308	NY - White Plains	145827	2014
309	NC - Asheville	123665	2014
311	NC - Charlotte	293229	2014
312	NC - Durham	182910	2014
313	NC - Greensboro	59674	2014
314	NC - Greenville	138538	2014
315	NC - Hickory	41394	2014
318	NC - Raleigh	237351	2014
319	NC - Wilmington	80133	2014
320	NC - Winston-Salem	124411	2014
321	ND - Bismarck	34202	2014
322	ND - Fargo/Moorhead MN	64427	2014
323	ND - Grand Forks	21555	2014
324	ND - Minot	19225	2014
325	OH - Akron	65813	2014
326	OH - Canton	68145	2014
327	OH - Cincinnati	174421	2014
328	OH - Cleveland	248848	2014
329	OH - Columbus	319448	2014
330	OH - Dayton	125951	2014
331	OH - Elyria	33334	2014
332	OH - Kettering	45649	2014
334	OH - Toledo	121600	2014
335	OH - Youngstown	76808	2014
336	OK - Lawton	31458	2014
339	OK - Oklahoma City	270125	2014
340	OK - Tulsa	195948	2014
341	OR - Bend	36917	2014
342	OR - Eugene	94607	2014
343	OR - Medford	79553	2014
344	OR - Portland	231075	2014
345	OR - Salem	25017	2014
346	PA - Allentown	178426	2014
347	PA - Altoona	36181	2014
350	PA - Danville	68629	2014
351	PA - Erie	98555	2014
352	PA - Harrisburg	127889	2014
354	PA - Johnstown	21648	2014
355	PA - Lancaster	83640	2014
356	PA - Philadelphia	490270	2014
357	PA - Pittsburgh	265126	2014
358	PA - Reading	77430	2014
359	PA - Sayre	31073	2014
360	PA - Scranton	56819	2014
362	PA - Wilkes-Barre	42115	2014
363	PA - York	56737	2014
364	RI - Providence	151918	2014
365	SC - Charleston	175262	2014
366	SC - Columbia	173840	2014
367	SC - Florence	62193	2014
368	SC - Greenville	126990	2014
369	SC - Spartanburg	53365	2014
370	SD - Rapid City	35651	2014
371	SD - Sioux Falls	119312	2014
373	TN - Chattanooga	96783	2014
374	TN - Jackson	60075	2014
375	TN - Johnson City	35490	2014
376	TN - Kingsport	72984	2014
377	TN - Knoxville	184747	2014
379	TN - Memphis	241837	2014
380	TN - Nashville	337300	2014
382	TX - Abilene	46532	2014
383	TX - Amarillo	57288	2014
385	TX - Austin	163946	2014
386	TX - Beaumont	56888	2014
388	TX - Bryan	27790	2014
390	TX - Corpus Christi	53096	2014
391	TX - Dallas	469104	2014
393	TX - El Paso	99888	2014
394	TX - Fort Worth	193003	2014
396	TX - Harlingen	50793	2014
397	TX - Houston	543167	2014
399	TX - Longview	29116	2014
400	TX - Lubbock	83098	2014
402	TX - McAllen	54542	2014
406	TX - Odessa	39724	2014
411	TX - San Angelo	24412	2014
412	TX - San Antonio	284888	2014
413	TX - Temple	48999	2014
416	TX - Tyler	87623	2014
417	TX - Victoria	22944	2014
418	TX - Waco	44684	2014
420	TX - Wichita Falls	32195	2014
421	UT - Ogden	39679	2014
422	UT - Provo	37981	2014
423	UT - Salt Lake City	185133	2014
424	VT - Burlington	108100	2014
426	VA - Arlington	222184	2014
427	VA - Charlottesville	95427	2014
428	VA - Lynchburg	47288	2014
429	VA - Newport News	82147	2014
430	VA - Norfolk	163448	2014
431	VA - Richmond	238120	2014
432	VA - Roanoke	125557	2014
435	VA - Winchester	70848	2014
437	WA - Everett	71244	2014
438	WA - Olympia	55801	2014
439	WA - Seattle	318347	2014
440	WA - Spokane	225989	2014
441	WA - Tacoma	92718	2014
442	WA - Yakima	38847	2014
443	WV - Charleston	142717	2014
444	WV - Huntington	60707	2014
445	WV - Morgantown	58322	2014
446	WI - Appleton	27539	2014
447	WI - Green Bay	59810	2014
448	WI - La Crosse	42950	2014
449	WI - Madison	140155	2014
450	WI - Marshfield	48266	2014
451	WI - Milwaukee	300222	2014
452	WI - Neenah	22265	2014
456	WI - Wausau	26607	2014
457	WY - Casper	33576	2014
